STATION,NAME,DATE,SNOW,PRCP,RAIN_OLD,RAIN
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/13/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/14/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/15/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/16/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/17/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/18/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/19/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/20/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/21/2019,0,0.2,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/22/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/23/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/24/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/25/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/26/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/27/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/28/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/29/2019,0,0.17,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/30/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",8/31/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/1/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/2/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/3/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/4/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/5/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/6/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/7/2019,0,0.54,Moderate Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/8/2019,0,0.11,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/9/2019,0,0.17,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/10/2019,0,0.79,Moderate Heavy Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/11/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/12/2019,0,0.12,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/13/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/14/2019,0,0.13,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/15/2019,0,0.49,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/16/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/17/2019,0,0.22,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/18/2019,0,0.23,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/19/2019,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/20/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/21/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/22/2019,0,0.47,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/23/2019,0,0.15,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/24/2019,0,0.02,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/25/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/26/2019,0,0.04,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/27/2019,0,0.07,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/28/2019,0,0.05,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/29/2019,0,0.25,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",9/30/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/1/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/2/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/3/2019,0,0.04,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/4/2019,0,0.04,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/5/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/6/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/7/2019,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/8/2019,0,0.2,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/9/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/10/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/11/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/12/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/13/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/14/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/15/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/16/2019,0,0.22,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/17/2019,0,0.09,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/18/2019,0,0.25,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/19/2019,0,0.48,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/20/2019,0,0.22,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/21/2019,0,0.46,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/22/2019,0,0.13,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/23/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/24/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/25/2019,0,0.47,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/26/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/27/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/28/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/29/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/30/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",10/31/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/1/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/2/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/3/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/4/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/5/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/6/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/7/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/8/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/9/2019,0,0.31,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/10/2019,0,0.04,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/11/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/12/2019,0,0.25,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/13/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/14/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/15/2019,0,0.19,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/16/2019,0,0.07,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/17/2019,0,0.24,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/18/2019,0,0.4,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/19/2019,0,0.11,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/20/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/21/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/22/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/23/2019,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/24/2019,0,0.08,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/25/2019,0,0.06,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/26/2019,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/27/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/28/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/29/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",11/30/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/1/2019,0,0.02,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/2/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/3/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/4/2019,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/5/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/6/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/7/2019,0,0.37,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/8/2019,0,0.02,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/9/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/10/2019,0,0.16,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/11/2019,0,0.33,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/12/2019,0,0.09,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/13/2019,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/14/2019,0,0.33,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/15/2019,0,0.2,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/16/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/17/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/18/2019,0,0.23,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/19/2019,0,1.39,Heavy Rain,Heavy Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/20/2019,0,2.64,Heavy Rain,Heavy Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/21/2019,0,0.89,Moderate Heavy Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/22/2019,0,0.15,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/23/2019,0,0.31,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/24/2019,0,0.02,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/25/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/26/2019,0,0.02,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/27/2019,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/28/2019,0,0.02,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/29/2019,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/30/2019,0,0.04,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",12/31/2019,0,0.05,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/1/2020,0,0.55,Moderate Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/2/2020,0,0.21,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/3/2020,0,0.11,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/4/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/5/2020,0,0.15,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/6/2020,0,0.18,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/7/2020,0,0.23,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/8/2020,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/9/2020,0,0.12,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/10/2020,0,0.38,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/11/2020,0,0.55,Moderate Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/12/2020,1.5,0.27,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/13/2020,1.6,0.26,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/14/2020,0.7,0.06,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/15/2020,0,0.02,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/16/2020,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/17/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/18/2020,0,0.44,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/19/2020,0,0.04,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/20/2020,0,0.03,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/21/2020,0,0.79,Moderate Heavy Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/22/2020,0,0.22,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/23/2020,0,0.78,Moderate Heavy Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/24/2020,0,0.26,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/25/2020,0,0.11,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/26/2020,0,0.29,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/27/2020,0,0.49,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/28/2020,0,0.46,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/29/2020,0,0.18,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/30/2020,0,0.13,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",1/31/2020,0,0.63,Moderate Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/1/2020,0,0.54,Moderate Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/2/2020,0,0.12,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/3/2020,0,0.06,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/4/2020,0,0.29,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/5/2020,0,2.04,Heavy Rain,Heavy Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/6/2020,0,0.8,Moderate Heavy Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/7/2020,0,0.26,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/8/2020,0,0.15,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/9/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/10/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/11/2020,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/12/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/13/2020,0,0.15,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/14/2020,0,0.08,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/15/2020,0,0.19,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/16/2020,0,0.07,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/17/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/18/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/19/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/20/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/21/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/22/2020,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/23/2020,0,0.15,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/24/2020,0,0.01,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/25/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/26/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/27/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/28/2020,0,0.08,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",2/29/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/1/2020,0,0.05,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/2/2020,0,0.19,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/3/2020,0,0.15,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/4/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/5/2020,0,0.28,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/6/2020,0,0.52,Moderate Rain,Moderate Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/7/2020,0,0.17,Light Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/8/2020,0,0.05,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/9/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/10/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/11/2020,0,0.04,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/12/2020,0,0.05,Drizzle,Drizzle
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/13/2020,0,0.27,Light Moderate Rain,Light Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/14/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/15/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/16/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/17/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/18/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/19/2020,0,0,No Rain,No Rain
USW00094290,"SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US",3/20/2020,0,0,No Rain,No Rain
